şikayet_metni,kategori
"Cadde üzerindeki kameralar bozuk, hırsızlık sonrası kayıt alınamadı.","güvenlik"
"Gece saatlerinde parkta yüksek sesle müzik dinleyen gruplar var.","güvenlik"
"Site içinde giriş kartları herkesin elinde, güvenlik zaafiyeti yaratıyor.","güvenlik"
"Polis çağırdığımızda çok geç geliyorlar.","güvenlik"
"Mahallede sokak satıcıları arasında tartışmalar ve kavga oluyor.","güvenlik"
"Yüksek katlı binalarda yangın merdiveni kilitli tutuluyor.","güvenlik"
"Şüpheli araçlar günlerce aynı yerde park ediliyor.","güvenlik"
"İnşaat alanları çevresinde yeterli güvenlik önlemi alınmamış.","güvenlik"
"Parklarda gece boyunca kalabalık gruplar çevreyi rahatsız ediyor.","güvenlik"
"Mahallede kadınlara sözlü taciz olayları yaşanıyor.","güvenlik"
"Güvenlik görevlilerinin kıyafetleri bile yetersiz, ciddiyetlerini kaybettiriyor.","güvenlik"
"Gece belirli noktalarda sürekli kavga çıkıyor ama kimse müdahale etmiyor.","güvenlik"
"Site girişinde araç kontrolü yapılmadığı için hırsızlık yaşandı.","güvenlik"
"Yangın anons sistemleri hiç test edilmiyor.","güvenlik"
"Yaya alt geçitleri karanlık ve tehlikeli.","güvenlik"
"Çocuk oyun alanlarının çevresi kapalı değil, güvensiz hissediyoruz.","güvenlik"
"Site içinde hız limitine uymayan sürücülere ceza uygulanmıyor.","güvenlik"
"Gece vakti mahallede bazı kişiler araçlardan müzik açıp çevreyi rahatsız ediyor.","güvenlik"
"Mahalle girişine güvenlik kulübesi yapılmasını istiyoruz.","güvenlik"
"Yaşlı bireylerin gece sokakta yalnız kalmaları tehlikeli hale geldi.","güvenlik"
"Mahallemizde organize suç şüphesi var ama kimse araştırmıyor.","güvenlik"
"Site aidatı ödüyoruz ama güvenlik hizmeti kalitesiz.","güvenlik"
"Gece saatlerinde mahallede silah sesi duyuluyor, çok tedirginiz.",güvenlik
Apartman girişine giren yabancı kişiler tedirginlik yaratıyor.,güvenlik
Polis çağırmamıza rağmen olay yerine geç müdahale ediliyor.,güvenlik
Çocuk parkında madde kullanan kişiler çocukları rahatsız ediyor.,güvenlik
"İnşaat alanı çevresinde koruma bandı yok, herkes girip çıkabiliyor.",güvenlik
"Sığınak kapıları kilitli, olası bir acil durumda kullanılamaz.",güvenlik
Geceleri mahallede kimliği belirsiz kişiler dolaşıyor.,güvenlik
"Mahallemize giriş çıkışlar kontrolsüz, herkes elini kolunu sallayarak giriyor.",güvenlik
"Güvenlik alarm sistemleri kurulu değil, hırsızlık riskimiz yüksek.",güvenlik
Alışveriş merkezinde çanta hırsızlığı sıkça yaşanıyor.,güvenlik
"Site duvarları alçak, kolayca atlanabiliyor.",güvenlik
Çocukların gittiği kreşin çevresinde koruyucu önlem yok.,güvenlik
İş yerimize ait depoya izinsiz girildi.,güvenlik
Sahilde gece yürüyüş yapan kadınlara laf atan kişiler var.,güvenlik
Boş arsalarda alkol alan kişiler mahalleliyi huzursuz ediyor.,güvenlik
"Evin yakınında sık sık kavga çıkıyor, güvenlik önlemi istiyoruz.",güvenlik
Binanın yangın alarmı sistemleri hiç test edilmedi.,güvenlik
"Okul çevresinde uygunsuz kişiler dolaşıyor, çocuklarımız tehlikede.",güvenlik
Spor sahası gece saatlerinde uygunsuz kişiler tarafından kullanılıyor.,güvenlik
Site çevresindeki çitler kırık ve güvenliği zayıflatıyor.,güvenlik
Mahallede bazı boş evlerde şüpheli hareketlilik var.,güvenlik
Otopark girişindeki güvenlik kulübesi uzun süredir boş.,güvenlik
"Komşulardan biri tehdit edildi, ama güvenlik önlemi alınmadı.",güvenlik
"Acil durum butonları çalışmıyor, sadece süs gibi duruyor.",güvenlik
Geceleri parkta ateş yakan kişiler tehlike yaratıyor.,güvenlik
Çocukların servis beklediği alanda hiçbir güvenlik önlemi yok.,güvenlik
Okul çıkışında trafik polisi olmaması büyük risk oluşturuyor.,güvenlik
Mahallemizde gasp olayları artmaya başladı.,güvenlik
"Binamızda yangın söndürücü bulunmuyor, can güvenliğimiz tehlikede.",güvenlik
"Giriş kapısı otomatiği bozuk, dış kapı sürekli açık kalıyor.",güvenlik
"Yangın çıkışlarının önüne eşya konmuş, acil durumda kullanılamaz.",güvenlik
Mahallede bazı binalar terk edilmiş ve güvensiz hale gelmiş.,güvenlik
Çocukların bisiklet sürdüğü alanda araçlar hızla geçiyor.,güvenlik
Okulun dış kapısı sürekli açık kalıyor.,güvenlik
Telsizlerle iletişim kuramayan güvenlik görevlileri aksaklık yaşıyor.,güvenlik
Asansör içinde acil çağrı butonu bozuk.,güvenlik
"Geceleri sesli tartışmalar oluyor, kimse müdahale etmiyor.",güvenlik
Güvenlik şirketi çalışanları görev başında uyuyor.,güvenlik
Yangın alarmı test edilmeden çalışmaz hale gelmiş.,güvenlik
"Mahalle sakinleri arasında silahlı bir tartışma yaşandı, çok endişeliyiz.",güvenlik
"Mahallede trafik işaretleri eksik veya yanlış yerleştirilmiş.","diğer"
"Okul çevresinde araç park yeri yetersizliği var.","diğer"
"Yeni yapılan binaların ruhsat işlemleri yavaş ilerliyor.","diğer"
"Mahallede internet servis sağlayıcıları yeterince hızlı hizmet vermiyor.","diğer"
"Park alanlarında otopark ücretleri çok yüksek.","diğer"
"Çocukların oyun alanlarına girişlerde sorun yaşanıyor.","diğer"
"Mahallede bazı sokaklarda evcil hayvan dışkıları temizlenmiyor.","diğer"
"Toplu taşıma araçlarında hijyen şartları yetersiz.","diğer"
"Okullarda öğrenci servislerinin güvenliği artırılmalı.","diğer"
"Site yönetimi ile ilgili şeffaf bilgi paylaşımı yok.","diğer"
"Mahallede bazı bölgelerde cep telefonu çekim gücü zayıf.","diğer"
"Yeni yapılan parkların bakım ve onarımı düzenli yapılmıyor.","diğer"
"Belediye hizmetleri hakkında bilgilendirme ve duyuru eksikliği var.","diğer"
"Mahallede sokak hayvanlarının beslenme alanları yetersiz.","diğer"
"Okul çevresi gürültü kirliliğine karşı önlem alınmıyor.","diğer"
"İnşaat çalışmalarından dolayı yol ve çevre düzeni bozuluyor.","diğer"
"Mahallede çocuklar için sosyal etkinlik alanları artırılmalı.","diğer"
"Belediye otobüs saatleri değişiklikleri yeterince duyurulmuyor.","diğer"
"Mahallede gençler için spor ve kültürel etkinlik alanları yetersiz.","diğer"
"Site içinde toplu etkinlik düzenlemeleri hakkında bilgi verilmiyor.","diğer"
"Mahallede ambulans ve acil servislerin erişimi zorlaşıyor.","diğer"
"İş yerlerinin kaldırım işgalleri yaygınlaşmış.","diğer"
"Belediye iletişim kanalları üzerinden geri dönüşler çok geç yapılıyor.","diğer"
"Mahallede yeni sosyal tesisler açılması gerekiyor.","diğer"
"Toplu taşıma araçlarında engelli erişimi sağlanmıyor.","diğer"
"Belediye binasının çalışma saatleri halk için uygun değil.","diğer"
"Mahallede kültürel ve sanatsal faaliyetler azalmış durumda.","diğer"
"Okul çevresinde trafik yoğunluğu ve güvenlik sorunu var.","diğer"
"Mahallede yerel pazar alanlarının hijyen durumu kötü.","diğer"
"Belediye hizmetlerinde personel sayısı yetersiz.","diğer"
"Site içinde bisiklet yolları ve park alanları yok.","diğer"
"Mahallede sokak hayvanları ile ilgili farkındalık etkinlikleri artırılmalı.","diğer"
"Toplu taşıma güzergahlarında durak yerleri yeniden düzenlenmeli.","diğer"
"Mahallede engelli vatandaşlar için uygun altyapı eksik.","diğer"
"Belediye web sitesi üzerinden hizmetlere erişim zor.","diğer"
"Mahallede yaşlı vatandaşlar için sosyal destek hizmetleri artırılmalı.","diğer"
"Okul çevresinde çevre kirliliği denetimi yetersiz.","diğer"
"Belediye tarafından düzenlenen sosyal yardımlar hakkında bilgi eksikliği var.","diğer"
"Mahallede bisiklet ve yürüyüş yolları bakımsız ve kullanışsız.","diğer"
"Site içinde çocuklar için güvenli oyun alanları yetersiz.","diğer"
"Mahallede düzenlenen kültür ve sanat etkinlikleri duyurulmuyor.","diğer"
"Toplu taşıma araçlarında sık sık aksaklıklar yaşanıyor.","diğer"
"Mahallede evsel atıkların yanı sıra inşaat atıkları da gelişi güzel bırakılıyor.","diğer"
"Belediye tarafından sunulan sağlık hizmetlerine erişim zor.","diğer"
"Mahallede gençlerin sosyal aktiviteler için mekan ihtiyacı var.","diğer"
"Site içi temizlik hizmetleri koordinasyon eksikliği yaşıyor.","diğer"
"Mahallede okullar arası iletişim ve iş birliği yetersiz.","diğer"
"Toplu taşıma araçlarında bilet denetimi yeterli değil.","diğer"
"Mahallede yeni park ve yeşil alanların yapımı gecikiyor.","diğer"
"Belediye otobüslerinde klima ve havalandırma sorunları var.","diğer"
"Mahallede güvenlik kameraları yetersiz sayıda ve eski teknoloji.","diğer"
"Site sakinleri için sosyal etkinlikler daha sık düzenlenmeli.","diğer"
"Mahallede hayvan barınaklarına destek yetersiz.","diğer"
"Belediye hizmetlerinde teknolojik altyapı eksikliği bulunuyor.","diğer"
"Mahallede bisiklet ve yürüyüş yollarında güvenlik sorunları var.","diğer"
"Toplu taşıma duraklarında engelli erişimi sağlanmıyor.","diğer"
"Mahallede çocuklar için ücretsiz eğitim ve kurs imkanları az.","diğer"
"Site içinde otopark alanları yetersiz ve düzensiz.","diğer"
"Mahallede yeşil alanlarda bakımsızlık nedeniyle bitki ölümleri yaşanıyor.","diğer"
"Belediye çalışanlarının halkla iletişiminde sorunlar var.","diğer"
"Mahallede özellikle kadınlar için gece güvenliği artırılmalı.","diğer"
"Toplu taşıma araçlarında hijyen ve temizlik eksikliği var.","diğer"
"Mahallede gençler için iş ve eğitim fırsatları yetersiz.","diğer"
"Belediye duyuruları sadece internet üzerinden yapılıyor, herkese ulaşmıyor.","diğer"
"Mahallede otopark sorunu nedeniyle araçlar yollara gelişi güzel park ediyor.","diğer"
"Site içinde çocukların sosyal gelişimi için etkinlik eksikliği var.","diğer"
"Mahallede trafik ışıkları bazı kavşaklarda yok veya arızalı.","diğer"
"Belediye hizmetlerinden yararlanmak için uzun kuyruklar oluşuyor.","diğer"
"Mahallede çocuklar için güvenli bisiklet yolları yapılmalı.","diğer"
"Site sakinleri için düzenli sağlık tarama kampanyaları düzenlenmeli.","diğer"
"Mahallede okul çevresinde çevre düzenlemesi eksikliği var.","diğer"
"Belediye binası ve tesislerinin engelli erişimi yeterli değil.","diğer"
"Mahallede sosyal yardım başvuruları için bilgilendirme yetersiz.","diğer"
"Toplu taşıma duraklarında oturma alanları az ve konforsuz.","diğer"
"Mahallede çevre kirliliğine karşı bilinçlendirme çalışmaları artırılmalı.","diğer"
"Belediye tarafından düzenlenen spor tesislerinin bakımı yetersiz.","diğer"
"Mahallede trafik işaretleri karışıklığa neden oluyor.","diğer"
"Site içinde atık yönetimi konusunda halkın bilgilendirilmesi gerekiyor.","diğer"
"Mahallede yaşlılar için sosyal aktivite merkezleri artırılmalı.","diğer"
"Belediye hizmetlerinde şeffaflık ve hesap verebilirlik artırılmalı.","diğer"
"Mahallede gençlerin kültürel ve sanatsal faaliyetlere katılımı teşvik edilmeli.","diğer"
"Toplu taşıma araçlarında güvenlik kameraları sayısı artırılmalı.","diğer"
"Mahallede sokak hayvanlarının korunması ve bakımı için çalışmalar yapılmalı.","diğer"
"Site sakinleri için düzenli temizlik ve bakım programları oluşturulmalı.","diğer"
"Mahallede parkların sosyal kullanım alanları artırılmalı.","diğer"
"Belediye hizmetlerine ulaşmak için telefon ve online destek hattı iyileştirilmeli.","diğer"
"Mahallede çocukların okul sonrası aktiviteleri için alanlar oluşturulmalı.","diğer"
"Toplu taşıma hatlarında güzergah iyileştirmeleri yapılmalı.","diğer"
"Mahallede bisiklet yollarının bakım ve onarımı düzenli yapılmıyor.","diğer"
"Site içinde acil durumlar için bilgilendirme ve yönlendirme eksik.","diğer"
"Mahallede gençlerin işsizlik sorunu için destek programları artırılmalı.","diğer"
"Belediye park ve bahçe bakımı için yeterli personel istihdam etmiyor.","diğer"
"Mahallede toplu taşıma araçlarının saatlerinde sık sık değişiklik oluyor.","diğer"
"Site sakinleri için sosyal dayanışma ve iletişim platformları kurulmalı.","diğer"
"Mahallede çocukların güvenliği için trafik hız sınırları düşürülmeli.","diğer"
"Belediye tarafından düzenlenen kültür ve sanat etkinlikleri daha geniş kitlelere duyurulmalı.","diğer"
"Mahallede okulların spor tesisleri halka açılmalı.","diğer"
"Toplu taşıma duraklarında bilgi panoları ve güzergah haritaları eksik.","diğer"
"Mahallede sokak hayvanları için veteriner hizmetleri artırılmalı.","diğer"
"Site içinde çevre temizliği ve düzeni için bilgilendirici panolar konulmalı.","diğer"
"Mahallede bisiklet kullanımını teşvik edecek kampanyalar düzenlenmeli.","diğer"
"Belediye hizmetlerinde geri bildirim sistemleri daha aktif hale getirilmeli.","diğer"
Mahallede bazı sokaklarda adres tabelaları eksik.,diğer
Site içinde çocuklar için uygun spor alanları yok.,diğer
Mahallede pazar yeri düzenlemesi trafik sorununa neden oluyor.,diğer
"Belediye otobüsleri aşırı kalabalık, ayakta yolculuk yaygın.",diğer
Mahallede kamu tuvaletlerinin temizlik durumu kötü.,diğer
Belediyenin mobil uygulaması sık sık çöküyor.,diğer
"Mahallede sokak lambaları gündüz yanıyor, gece sönüyor.",diğer
Site yönetimi aidat artışlarını önceden duyurmuyor.,diğer
Mahallede yeni yapılan kaldırımlar kaygan ve tehlikeli.,diğer
"Belediye etkinlikleri sadece merkezde yapılıyor, mahallemiz unutuluyor.",diğer
Mahallede kamu alanlarında bank ve oturma yerleri az.,diğer
Toplu taşıma bilet ücretleri artmasına rağmen hizmet kalitesi düşüyor.,diğer
Belediyeye yapılan dilekçelere geri dönüş süresi çok uzun.,diğer
"Mahallede anons sistemleri çalışmıyor, bilgilendirmeler ulaştırılamıyor.",diğer
Site çevresindeki yollar bozuk ve çukurlu.,diğer
Mahallede kütüphane veya etüt merkezi bulunmuyor.,diğer
Belediye otobüsleri bazı saatlerde hiç geçmiyor.,diğer
Mahallede kültürel miras niteliğindeki yapılar bakımsız.,diğer
Site çevresinde kaldırım rampaları engelli kullanımına uygun değil.,diğer
Belediyenin geri dönüşüm hizmetleri düzenli yapılmıyor.,diğer
Belediyeye ait spor tesisleri mahalle sakinlerine kapalı tutuluyor.,diğer
Mahallede çevre düzenlemesi sırasında eski ağaçlar kesiliyor.,diğer
Site içinde toplu kullanım alanlarının hijyen seviyesi yetersiz.,diğer
Mahallede su baskınları için altyapı yetersiz.,diğer
Toplu taşıma kart dolum makineleri sürekli arızalanıyor.,diğer
Mahallede eski bina yıkımları sırasında çevre güvenliği sağlanmıyor.,diğer
Belediyenin hizmet araçları gelişigüzel park ediyor.,diğer
Mahallede geceleyin sokak satıcılarının gürültüsü rahatsız ediyor.,diğer
Belediye zabıtaları esnafa çifte standart uyguluyor.,diğer
Mahallede kamu kurumlarının yönlendirme tabelaları yetersiz.,diğer
Site çevresinde inşaat çalışmaları uzun süre tamamlanmıyor.,diğer
Mahallede bazı parklar çocuklar için tehlikeli ekipmanlar içeriyor.,diğer
Belediyenin sosyal yardım kriterleri adil uygulanmıyor.,diğer
Mahallede sokaklarda çöpler zamanında toplanmıyor.,diğer
Belediye taksi duraklarının yeri kötü planlanmış.,diğer
Mahallede kamu binalarına ulaşım zorlukları yaşanıyor.,diğer
"Site içi yollar yeterince geniş değil, çift yönlü araç geçişi zor.",diğer
Mahallede kargo teslimatları sokak adlandırmalarındaki karışıklık nedeniyle gecikiyor.,diğer
Belediye altyapı çalışmaları sırasında çevreye zarar veriliyor.,diğer
Mahallede kentsel dönüşüm planları hakkında halk yeterince bilgilendirilmiyor.,diğer
Site yönetimleri toplantı yapmadan karar alıyor.,diğer
Mahallede baz istasyonları hakkında şeffaflık yok.,diğer
Belediye iş ilanlarına erişim ve başvuru süreci karmaşık.,diğer
"Mahallede bazı alanlar özel mülk gibi kullanılıyor, kamusal alanlar daralıyor.",diğer
Belediyenin SMS ile bilgilendirme sistemi düzgün çalışmıyor.,diğer
Site içinde toplu taşıma için servis aracı ihtiyacı var.,diğer
Mahallede kamu araçlarının oluşturduğu gürültü rahatsız edici.,diğer
Belediyeye yapılan online başvurular sistem hatası veriyor.,diğer
Mahallede çevresel denetimler yeterince yapılmadığı için koku ve kirlilik artıyor.,diğer
